,Element,Episode,Title,Included,Type_of_element,Category_of_element,HasLocation
24424,Moon,S29E01,ISLAND IN THE WILDERNESS,0,Sky,Landscape,0
24425,Mountains,S29E01,ISLAND IN THE WILDERNESS,0,Topography,Landscape,1
24426,Mountain,S29E01,ISLAND IN THE WILDERNESS,0,Topography,Landscape,1
24427,Night,S29E01,ISLAND IN THE WILDERNESS,0,Time_of_day,Time_and_atmosphere,0
24428,Ocean,S29E01,ISLAND IN THE WILDERNESS,0,Water,Landscape,1
24429,Oval Frame,S29E01,ISLAND IN THE WILDERNESS,0,Frame,Execution,0
24430,Palm Trees,S29E01,ISLAND IN THE WILDERNESS,0,Vegetation,Landscape,1
24431,Path,S29E01,ISLAND IN THE WILDERNESS,0,Human_built,Human,1
24432,Person,S29E01,ISLAND IN THE WILDERNESS,0,Person,Human,0
24433,Portrait,S29E01,ISLAND IN THE WILDERNESS,0,Painting_type,Human,0
24434,Rectangle 3D Frame,S29E01,ISLAND IN THE WILDERNESS,0,Frame,Execution,0
24435,Rectangular Frame,S29E01,ISLAND IN THE WILDERNESS,0,Frame,Execution,0
24436,River,S29E01,ISLAND IN THE WILDERNESS,0,Water,Landscape,1
24437,Rocks,S29E01,ISLAND IN THE WILDERNESS,0,Rocks,Landscape,1
24438,Seashell Frame,S29E01,ISLAND IN THE WILDERNESS,0,Frame,Execution,0
24439,Snowy Mountain,S29E01,ISLAND IN THE WILDERNESS,0,Topography,Landscape,1
24440,Snow,S29E01,ISLAND IN THE WILDERNESS,0,Season_and_weather,Time_and_atmosphere,1
24441,Split Frame,S29E01,ISLAND IN THE WILDERNESS,0,Frame,Execution,0
24442,Steve Ross,S29E01,ISLAND IN THE WILDERNESS,0,Painted_by_a_guest,Execution,0
24443,Structure,S29E01,ISLAND IN THE WILDERNESS,0,Human_built,Human,1
24444,SUN,S29E01,ISLAND IN THE WILDERNESS,0,Sky,Landscape,0
24445,Tomb Frame,S29E01,ISLAND IN THE WILDERNESS,0,Frame,Execution,0
24446,Trees,S29E01,ISLAND IN THE WILDERNESS,1,Vegetation,Landscape,1
24447,Tree,S29E01,ISLAND IN THE WILDERNESS,1,Vegetation,Landscape,1
24448,Triple Frame,S29E01,ISLAND IN THE WILDERNESS,0,Frame,Execution,0
24449,Waterfall,S29E01,ISLAND IN THE WILDERNESS,0,Water,Landscape,1
24450,Waves,S29E01,ISLAND IN THE WILDERNESS,0,Water,Landscape,1
24451,Windmill,S29E01,ISLAND IN THE WILDERNESS,0,Human_built,Human,1
24452,Window Frame,S29E01,ISLAND IN THE WILDERNESS,0,Frame,Execution,0
24453,Winter,S29E01,ISLAND IN THE WILDERNESS,0,Season_and_weather,Time_and_atmosphere,0
24454,Wood Framed,S29E01,ISLAND IN THE WILDERNESS,0,Frame,Execution,0
24455,Apple Frame,S29E02,AUTUMN OVAL,0,Frame,Execution,0
24456,Aurora Borealis,S29E02,AUTUMN OVAL,0,Sky,Landscape,1
24457,Barn,S29E02,AUTUMN OVAL,0,Human_built,Human,1
24458,Beach,S29E02,AUTUMN OVAL,0,Water,Landscape,1
24459,Boat,S29E02,AUTUMN OVAL,0,Human_presence,Human,1
24460,Bridge,S29E02,AUTUMN OVAL,0,Human_built,Human,1
24461,Building,S29E02,AUTUMN OVAL,0,Human_built,Human,1
24462,Bushes,S29E02,AUTUMN OVAL,1,Vegetation,Landscape,1
24463,Cabin,S29E02,AUTUMN OVAL,0,Human_built,Human,1
24464,Cactus,S29E02,AUTUMN OVAL,0,Vegetation,Landscape,1
24465,Circle Frame,S29E02,AUTUMN OVAL,0,Frame,Execution,0
24466,Cirrus,S29E02,AUTUMN OVAL,0,Sky,Landscape,0
24467,Cliff,S29E02,AUTUMN OVAL,0,Topography,Landscape,1
24468,Clouds,S29E02,AUTUMN OVAL,0,Sky,Landscape,0
24469,Conifer,S29E02,AUTUMN OVAL,1,Vegetation,Landscape,1
24470,Cumulus,S29E02,AUTUMN OVAL,0,Sky,Landscape,0
24471,Deciduous,S29E02,AUTUMN OVAL,0,Vegetation,Landscape,1
24472,Diane Andre,S29E02,AUTUMN OVAL,0,Painted_by_a_guest,Execution,0
24473,Dock,S29E02,AUTUMN OVAL,0,Human_built,Human,1
24474,Double Oval Frame,S29E02,AUTUMN OVAL,0,Frame,Execution,0
24475,Farm,S29E02,AUTUMN OVAL,0,Human_built,Human,1
24476,Fence,S29E02,AUTUMN OVAL,0,Human_built,Human,1
24477,Fire,S29E02,AUTUMN OVAL,0,Human_presence,Human,0
24478,Florida Frame,S29E02,AUTUMN OVAL,0,Frame,Execution,0
24479,Flowers,S29E02,AUTUMN OVAL,0,Vegetation,Landscape,1
24480,FOG,S29E02,AUTUMN OVAL,0,Season_and_weather,Time_and_atmosphere,1
24481,Framed,S29E02,AUTUMN OVAL,1,Frame,Execution,0
24482,Grass,S29E02,AUTUMN OVAL,0,Vegetation,Landscape,1
24483,Guest,S29E02,AUTUMN OVAL,0,Painted_by_a_guest,Execution,0
24484,Half Circle Frame,S29E02,AUTUMN OVAL,0,Frame,Execution,0
24485,Half Oval Frame,S29E02,AUTUMN OVAL,0,Frame,Execution,0
24486,Hills,S29E02,AUTUMN OVAL,0,Topography,Landscape,1
24487,Lakes,S29E02,AUTUMN OVAL,0,Water,Landscape,1
24488,Lake,S29E02,AUTUMN OVAL,1,Water,Landscape,1
24489,Lighthouse,S29E02,AUTUMN OVAL,0,Human_built,Human,1
24490,Mill,S29E02,AUTUMN OVAL,0,Human_built,Human,1
24491,Moon,S29E02,AUTUMN OVAL,0,Sky,Landscape,0
24492,Mountains,S29E02,AUTUMN OVAL,1,Topography,Landscape,1
24493,Mountain,S29E02,AUTUMN OVAL,0,Topography,Landscape,1
24494,Night,S29E02,AUTUMN OVAL,0,Time_of_day,Time_and_atmosphere,0
24495,Ocean,S29E02,AUTUMN OVAL,0,Water,Landscape,1
24496,Oval Frame,S29E02,AUTUMN OVAL,1,Frame,Execution,0
24497,Palm Trees,S29E02,AUTUMN OVAL,0,Vegetation,Landscape,1
24498,Path,S29E02,AUTUMN OVAL,0,Human_built,Human,1
24499,Person,S29E02,AUTUMN OVAL,0,Person,Human,0
24500,Portrait,S29E02,AUTUMN OVAL,0,Painting_type,Human,0
24501,Rectangle 3D Frame,S29E02,AUTUMN OVAL,0,Frame,Execution,0
24502,Rectangular Frame,S29E02,AUTUMN OVAL,0,Frame,Execution,0
24503,River,S29E02,AUTUMN OVAL,0,Water,Landscape,1
24504,Rocks,S29E02,AUTUMN OVAL,0,Rocks,Landscape,1
24505,Seashell Frame,S29E02,AUTUMN OVAL,0,Frame,Execution,0
24506,Snowy Mountain,S29E02,AUTUMN OVAL,0,Topography,Landscape,1
24507,Snow,S29E02,AUTUMN OVAL,0,Season_and_weather,Time_and_atmosphere,1
24508,Split Frame,S29E02,AUTUMN OVAL,0,Frame,Execution,0
24509,Steve Ross,S29E02,AUTUMN OVAL,0,Painted_by_a_guest,Execution,0
24510,Structure,S29E02,AUTUMN OVAL,0,Human_built,Human,1
24511,SUN,S29E02,AUTUMN OVAL,0,Sky,Landscape,0
24512,Tomb Frame,S29E02,AUTUMN OVAL,0,Frame,Execution,0
24513,Trees,S29E02,AUTUMN OVAL,1,Vegetation,Landscape,1
24514,Tree,S29E02,AUTUMN OVAL,1,Vegetation,Landscape,1
24515,Triple Frame,S29E02,AUTUMN OVAL,0,Frame,Execution,0
24516,Waterfall,S29E02,AUTUMN OVAL,0,Water,Landscape,1
24517,Waves,S29E02,AUTUMN OVAL,0,Water,Landscape,1
24518,Windmill,S29E02,AUTUMN OVAL,0,Human_built,Human,1
24519,Window Frame,S29E02,AUTUMN OVAL,0,Frame,Execution,0
24520,Winter,S29E02,AUTUMN OVAL,0,Season_and_weather,Time_and_atmosphere,0
24521,Wood Framed,S29E02,AUTUMN OVAL,0,Frame,Execution,0
24522,Apple Frame,S29E03,SEASONAL PROGRESSION,0,Frame,Execution,0
24523,Aurora Borealis,S29E03,SEASONAL PROGRESSION,0,Sky,Landscape,1
24524,Barn,S29E03,SEASONAL PROGRESSION,0,Human_built,Human,1
24525,Beach,S29E03,SEASONAL PROGRESSION,0,Water,Landscape,1
24526,Boat,S29E03,SEASONAL PROGRESSION,0,Human_presence,Human,1
24527,Bridge,S29E03,SEASONAL PROGRESSION,0,Human_built,Human,1
24528,Building,S29E03,SEASONAL PROGRESSION,0,Human_built,Human,1
24529,Bushes,S29E03,SEASONAL PROGRESSION,1,Vegetation,Landscape,1
24530,Cabin,S29E03,SEASONAL PROGRESSION,0,Human_built,Human,1
24531,Cactus,S29E03,SEASONAL PROGRESSION,0,Vegetation,Landscape,1
24532,Circle Frame,S29E03,SEASONAL PROGRESSION,0,Frame,Execution,0
24533,Cirrus,S29E03,SEASONAL PROGRESSION,0,Sky,Landscape,0
24534,Cliff,S29E03,SEASONAL PROGRESSION,0,Topography,Landscape,1
24535,Clouds,S29E03,SEASONAL PROGRESSION,0,Sky,Landscape,0
24536,Conifer,S29E03,SEASONAL PROGRESSION,1,Vegetation,Landscape,1
24537,Cumulus,S29E03,SEASONAL PROGRESSION,0,Sky,Landscape,0
24538,Deciduous,S29E03,SEASONAL PROGRESSION,0,Vegetation,Landscape,1
24539,Diane Andre,S29E03,SEASONAL PROGRESSION,0,Painted_by_a_guest,Execution,0
24540,Dock,S29E03,SEASONAL PROGRESSION,0,Human_built,Human,1
24541,Double Oval Frame,S29E03,SEASONAL PROGRESSION,0,Frame,Execution,0
24542,Farm,S29E03,SEASONAL PROGRESSION,0,Human_built,Human,1
24543,Fence,S29E03,SEASONAL PROGRESSION,0,Human_built,Human,1
24544,Fire,S29E03,SEASONAL PROGRESSION,0,Human_presence,Human,0
24545,Florida Frame,S29E03,SEASONAL PROGRESSION,0,Frame,Execution,0
24546,Flowers,S29E03,SEASONAL PROGRESSION,0,Vegetation,Landscape,1
24547,FOG,S29E03,SEASONAL PROGRESSION,0,Season_and_weather,Time_and_atmosphere,1
24548,Framed,S29E03,SEASONAL PROGRESSION,1,Frame,Execution,0
24549,Grass,S29E03,SEASONAL PROGRESSION,1,Vegetation,Landscape,1
24550,Guest,S29E03,SEASONAL PROGRESSION,0,Painted_by_a_guest,Execution,0
24551,Half Circle Frame,S29E03,SEASONAL PROGRESSION,0,Frame,Execution,0
24552,Half Oval Frame,S29E03,SEASONAL PROGRESSION,0,Frame,Execution,0
24553,Hills,S29E03,SEASONAL PROGRESSION,0,Topography,Landscape,1
24554,Lakes,S29E03,SEASONAL PROGRESSION,0,Water,Landscape,1
24555,Lake,S29E03,SEASONAL PROGRESSION,1,Water,Landscape,1
24556,Lighthouse,S29E03,SEASONAL PROGRESSION,0,Human_built,Human,1
24557,Mill,S29E03,SEASONAL PROGRESSION,0,Human_built,Human,1
24558,Moon,S29E03,SEASONAL PROGRESSION,0,Sky,Landscape,0
24559,Mountains,S29E03,SEASONAL PROGRESSION,1,Topography,Landscape,1
24560,Mountain,S29E03,SEASONAL PROGRESSION,1,Topography,Landscape,1
24561,Night,S29E03,SEASONAL PROGRESSION,0,Time_of_day,Time_and_atmosphere,0
24562,Ocean,S29E03,SEASONAL PROGRESSION,0,Water,Landscape,1
24563,Oval Frame,S29E03,SEASONAL PROGRESSION,0,Frame,Execution,0
24564,Palm Trees,S29E03,SEASONAL PROGRESSION,0,Vegetation,Landscape,1
24565,Path,S29E03,SEASONAL PROGRESSION,0,Human_built,Human,1
24566,Person,S29E03,SEASONAL PROGRESSION,0,Person,Human,0
24567,Portrait,S29E03,SEASONAL PROGRESSION,0,Painting_type,Human,0
24568,Rectangle 3D Frame,S29E03,SEASONAL PROGRESSION,0,Frame,Execution,0
24569,Rectangular Frame,S29E03,SEASONAL PROGRESSION,0,Frame,Execution,0
24570,River,S29E03,SEASONAL PROGRESSION,0,Water,Landscape,1
24571,Rocks,S29E03,SEASONAL PROGRESSION,0,Rocks,Landscape,1
24572,Seashell Frame,S29E03,SEASONAL PROGRESSION,0,Frame,Execution,0
24573,Snowy Mountain,S29E03,SEASONAL PROGRESSION,1,Topography,Landscape,1
24574,Snow,S29E03,SEASONAL PROGRESSION,1,Season_and_weather,Time_and_atmosphere,1
24575,Split Frame,S29E03,SEASONAL PROGRESSION,1,Frame,Execution,0
24576,Steve Ross,S29E03,SEASONAL PROGRESSION,0,Painted_by_a_guest,Execution,0
24577,Structure,S29E03,SEASONAL PROGRESSION,0,Human_built,Human,1
24578,SUN,S29E03,SEASONAL PROGRESSION,0,Sky,Landscape,0
24579,Tomb Frame,S29E03,SEASONAL PROGRESSION,0,Frame,Execution,0
24580,Trees,S29E03,SEASONAL PROGRESSION,1,Vegetation,Landscape,1
24581,Tree,S29E03,SEASONAL PROGRESSION,1,Vegetation,Landscape,1
24582,Triple Frame,S29E03,SEASONAL PROGRESSION,0,Frame,Execution,0
24583,Waterfall,S29E03,SEASONAL PROGRESSION,0,Water,Landscape,1
24584,Waves,S29E03,SEASONAL PROGRESSION,0,Water,Landscape,1
24585,Windmill,S29E03,SEASONAL PROGRESSION,0,Human_built,Human,1
24586,Window Frame,S29E03,SEASONAL PROGRESSION,0,Frame,Execution,0
24587,Winter,S29E03,SEASONAL PROGRESSION,1,Season_and_weather,Time_and_atmosphere,0
24588,Wood Framed,S29E03,SEASONAL PROGRESSION,0,Frame,Execution,0
24589,Apple Frame,S29E04,LIGHT AT THE SUMMIT,0,Frame,Execution,0
24590,Aurora Borealis,S29E04,LIGHT AT THE SUMMIT,0,Sky,Landscape,1
24591,Barn,S29E04,LIGHT AT THE SUMMIT,0,Human_built,Human,1
24592,Beach,S29E04,LIGHT AT THE SUMMIT,0,Water,Landscape,1
24593,Boat,S29E04,LIGHT AT THE SUMMIT,0,Human_presence,Human,1
24594,Bridge,S29E04,LIGHT AT THE SUMMIT,0,Human_built,Human,1
24595,Building,S29E04,LIGHT AT THE SUMMIT,0,Human_built,Human,1
24596,Bushes,S29E04,LIGHT AT THE SUMMIT,0,Vegetation,Landscape,1
24597,Cabin,S29E04,LIGHT AT THE SUMMIT,0,Human_built,Human,1
24598,Cactus,S29E04,LIGHT AT THE SUMMIT,0,Vegetation,Landscape,1
24599,Circle Frame,S29E04,LIGHT AT THE SUMMIT,0,Frame,Execution,0
24600,Cirrus,S29E04,LIGHT AT THE SUMMIT,0,Sky,Landscape,0
24601,Cliff,S29E04,LIGHT AT THE SUMMIT,0,Topography,Landscape,1
24602,Clouds,S29E04,LIGHT AT THE SUMMIT,0,Sky,Landscape,0
24603,Conifer,S29E04,LIGHT AT THE SUMMIT,0,Vegetation,Landscape,1
24604,Cumulus,S29E04,LIGHT AT THE SUMMIT,0,Sky,Landscape,0
24605,Deciduous,S29E04,LIGHT AT THE SUMMIT,1,Vegetation,Landscape,1
24606,Diane Andre,S29E04,LIGHT AT THE SUMMIT,0,Painted_by_a_guest,Execution,0
24607,Dock,S29E04,LIGHT AT THE SUMMIT,0,Human_built,Human,1
24608,Double Oval Frame,S29E04,LIGHT AT THE SUMMIT,0,Frame,Execution,0
24609,Farm,S29E04,LIGHT AT THE SUMMIT,0,Human_built,Human,1
24610,Fence,S29E04,LIGHT AT THE SUMMIT,0,Human_built,Human,1
24611,Fire,S29E04,LIGHT AT THE SUMMIT,0,Human_presence,Human,0
24612,Florida Frame,S29E04,LIGHT AT THE SUMMIT,0,Frame,Execution,0
24613,Flowers,S29E04,LIGHT AT THE SUMMIT,0,Vegetation,Landscape,1
24614,FOG,S29E04,LIGHT AT THE SUMMIT,0,Season_and_weather,Time_and_atmosphere,1
24615,Framed,S29E04,LIGHT AT THE SUMMIT,0,Frame,Execution,0
24616,Grass,S29E04,LIGHT AT THE SUMMIT,1,Vegetation,Landscape,1
24617,Guest,S29E04,LIGHT AT THE SUMMIT,0,Painted_by_a_guest,Execution,0
24618,Half Circle Frame,S29E04,LIGHT AT THE SUMMIT,0,Frame,Execution,0
24619,Half Oval Frame,S29E04,LIGHT AT THE SUMMIT,0,Frame,Execution,0
24620,Hills,S29E04,LIGHT AT THE SUMMIT,0,Topography,Landscape,1
24621,Lakes,S29E04,LIGHT AT THE SUMMIT,0,Water,Landscape,1
24622,Lake,S29E04,LIGHT AT THE SUMMIT,0,Water,Landscape,1
24623,Lighthouse,S29E04,LIGHT AT THE SUMMIT,0,Human_built,Human,1
24624,Mill,S29E04,LIGHT AT THE SUMMIT,0,Human_built,Human,1
24625,Moon,S29E04,LIGHT AT THE SUMMIT,0,Sky,Landscape,0
24626,Mountains,S29E04,LIGHT AT THE SUMMIT,1,Topography,Landscape,1
24627,Mountain,S29E04,LIGHT AT THE SUMMIT,1,Topography,Landscape,1
24628,Night,S29E04,LIGHT AT THE SUMMIT,0,Time_of_day,Time_and_atmosphere,0
24629,Ocean,S29E04,LIGHT AT THE SUMMIT,0,Water,Landscape,1
24630,Oval Frame,S29E04,LIGHT AT THE SUMMIT,0,Frame,Execution,0
24631,Palm Trees,S29E04,LIGHT AT THE SUMMIT,0,Vegetation,Landscape,1
24632,Path,S29E04,LIGHT AT THE SUMMIT,1,Human_built,Human,1
24633,Person,S29E04,LIGHT AT THE SUMMIT,0,Person,Human,0
24634,Portrait,S29E04,LIGHT AT THE SUMMIT,0,Painting_type,Human,0
24635,Rectangle 3D Frame,S29E04,LIGHT AT THE SUMMIT,0,Frame,Execution,0
24636,Rectangular Frame,S29E04,LIGHT AT THE SUMMIT,0,Frame,Execution,0
24637,River,S29E04,LIGHT AT THE SUMMIT,0,Water,Landscape,1
24638,Rocks,S29E04,LIGHT AT THE SUMMIT,0,Rocks,Landscape,1
24639,Seashell Frame,S29E04,LIGHT AT THE SUMMIT,0,Frame,Execution,0
24640,Snowy Mountain,S29E04,LIGHT AT THE SUMMIT,0,Topography,Landscape,1
24641,Snow,S29E04,LIGHT AT THE SUMMIT,0,Season_and_weather,Time_and_atmosphere,1
24642,Split Frame,S29E04,LIGHT AT THE SUMMIT,0,Frame,Execution,0
24643,Steve Ross,S29E04,LIGHT AT THE SUMMIT,0,Painted_by_a_guest,Execution,0
24644,Structure,S29E04,LIGHT AT THE SUMMIT,0,Human_built,Human,1
24645,SUN,S29E04,LIGHT AT THE SUMMIT,1,Sky,Landscape,0
24646,Tomb Frame,S29E04,LIGHT AT THE SUMMIT,0,Frame,Execution,0
24647,Trees,S29E04,LIGHT AT THE SUMMIT,1,Vegetation,Landscape,1
24648,Tree,S29E04,LIGHT AT THE SUMMIT,1,Vegetation,Landscape,1
24649,Triple Frame,S29E04,LIGHT AT THE SUMMIT,0,Frame,Execution,0
24650,Waterfall,S29E04,LIGHT AT THE SUMMIT,0,Water,Landscape,1
24651,Waves,S29E04,LIGHT AT THE SUMMIT,0,Water,Landscape,1
24652,Windmill,S29E04,LIGHT AT THE SUMMIT,0,Human_built,Human,1
24653,Window Frame,S29E04,LIGHT AT THE SUMMIT,0,Frame,Execution,0
24654,Winter,S29E04,LIGHT AT THE SUMMIT,0,Season_and_weather,Time_and_atmosphere,0
24655,Wood Framed,S29E04,LIGHT AT THE SUMMIT,0,Frame,Execution,0
24656,Apple Frame,S29E05,COUNTRYSIDE BARN,0,Frame,Execution,0
24657,Aurora Borealis,S29E05,COUNTRYSIDE BARN,0,Sky,Landscape,1
24658,Barn,S29E05,COUNTRYSIDE BARN,1,Human_built,Human,1
24659,Beach,S29E05,COUNTRYSIDE BARN,0,Water,Landscape,1
24660,Boat,S29E05,COUNTRYSIDE BARN,0,Human_presence,Human,1
24661,Bridge,S29E05,COUNTRYSIDE BARN,0,Human_built,Human,1
24662,Building,S29E05,COUNTRYSIDE BARN,0,Human_built,Human,1
24663,Bushes,S29E05,COUNTRYSIDE BARN,0,Vegetation,Landscape,1
24664,Cabin,S29E05,COUNTRYSIDE BARN,0,Human_built,Human,1
24665,Cactus,S29E05,COUNTRYSIDE BARN,0,Vegetation,Landscape,1
24666,Circle Frame,S29E05,COUNTRYSIDE BARN,0,Frame,Execution,0
24667,Cirrus,S29E05,COUNTRYSIDE BARN,0,Sky,Landscape,0
24668,Cliff,S29E05,COUNTRYSIDE BARN,0,Topography,Landscape,1
24669,Clouds,S29E05,COUNTRYSIDE BARN,0,Sky,Landscape,0
24670,Conifer,S29E05,COUNTRYSIDE BARN,0,Vegetation,Landscape,1
24671,Cumulus,S29E05,COUNTRYSIDE BARN,0,Sky,Landscape,0
24672,Deciduous,S29E05,COUNTRYSIDE BARN,1,Vegetation,Landscape,1
24673,Diane Andre,S29E05,COUNTRYSIDE BARN,0,Painted_by_a_guest,Execution,0
24674,Dock,S29E05,COUNTRYSIDE BARN,0,Human_built,Human,1
24675,Double Oval Frame,S29E05,COUNTRYSIDE BARN,0,Frame,Execution,0
24676,Farm,S29E05,COUNTRYSIDE BARN,0,Human_built,Human,1
24677,Fence,S29E05,COUNTRYSIDE BARN,0,Human_built,Human,1
24678,Fire,S29E05,COUNTRYSIDE BARN,0,Human_presence,Human,0
24679,Florida Frame,S29E05,COUNTRYSIDE BARN,0,Frame,Execution,0
24680,Flowers,S29E05,COUNTRYSIDE BARN,0,Vegetation,Landscape,1
24681,FOG,S29E05,COUNTRYSIDE BARN,0,Season_and_weather,Time_and_atmosphere,1
24682,Framed,S29E05,COUNTRYSIDE BARN,0,Frame,Execution,0
24683,Grass,S29E05,COUNTRYSIDE BARN,1,Vegetation,Landscape,1
24684,Guest,S29E05,COUNTRYSIDE BARN,0,Painted_by_a_guest,Execution,0
24685,Half Circle Frame,S29E05,COUNTRYSIDE BARN,0,Frame,Execution,0
24686,Half Oval Frame,S29E05,COUNTRYSIDE BARN,0,Frame,Execution,0
24687,Hills,S29E05,COUNTRYSIDE BARN,0,Topography,Landscape,1
24688,Lakes,S29E05,COUNTRYSIDE BARN,0,Water,Landscape,1
24689,Lake,S29E05,COUNTRYSIDE BARN,0,Water,Landscape,1
24690,Lighthouse,S29E05,COUNTRYSIDE BARN,0,Human_built,Human,1
24691,Mill,S29E05,COUNTRYSIDE BARN,0,Human_built,Human,1
24692,Moon,S29E05,COUNTRYSIDE BARN,0,Sky,Landscape,0
24693,Mountains,S29E05,COUNTRYSIDE BARN,0,Topography,Landscape,1
24694,Mountain,S29E05,COUNTRYSIDE BARN,0,Topography,Landscape,1
24695,Night,S29E05,COUNTRYSIDE BARN,0,Time_of_day,Time_and_atmosphere,0
24696,Ocean,S29E05,COUNTRYSIDE BARN,0,Water,Landscape,1
24697,Oval Frame,S29E05,COUNTRYSIDE BARN,0,Frame,Execution,0
24698,Palm Trees,S29E05,COUNTRYSIDE BARN,0,Vegetation,Landscape,1
24699,Path,S29E05,COUNTRYSIDE BARN,1,Human_built,Human,1
24700,Person,S29E05,COUNTRYSIDE BARN,0,Person,Human,0
24701,Portrait,S29E05,COUNTRYSIDE BARN,0,Painting_type,Human,0
24702,Rectangle 3D Frame,S29E05,COUNTRYSIDE BARN,0,Frame,Execution,0
24703,Rectangular Frame,S29E05,COUNTRYSIDE BARN,0,Frame,Execution,0
24704,River,S29E05,COUNTRYSIDE BARN,0,Water,Landscape,1
24705,Rocks,S29E05,COUNTRYSIDE BARN,0,Rocks,Landscape,1
24706,Seashell Frame,S29E05,COUNTRYSIDE BARN,0,Frame,Execution,0
24707,Snowy Mountain,S29E05,COUNTRYSIDE BARN,0,Topography,Landscape,1
24708,Snow,S29E05,COUNTRYSIDE BARN,0,Season_and_weather,Time_and_atmosphere,1
24709,Split Frame,S29E05,COUNTRYSIDE BARN,0,Frame,Execution,0
24710,Steve Ross,S29E05,COUNTRYSIDE BARN,0,Painted_by_a_guest,Execution,0
24711,Structure,S29E05,COUNTRYSIDE BARN,1,Human_built,Human,1
24712,SUN,S29E05,COUNTRYSIDE BARN,0,Sky,Landscape,0
24713,Tomb Frame,S29E05,COUNTRYSIDE BARN,0,Frame,Execution,0
24714,Trees,S29E05,COUNTRYSIDE BARN,0,Vegetation,Landscape,1
24715,Tree,S29E05,COUNTRYSIDE BARN,1,Vegetation,Landscape,1
24716,Triple Frame,S29E05,COUNTRYSIDE BARN,0,Frame,Execution,0
24717,Waterfall,S29E05,COUNTRYSIDE BARN,0,Water,Landscape,1
24718,Waves,S29E05,COUNTRYSIDE BARN,0,Water,Landscape,1
24719,Windmill,S29E05,COUNTRYSIDE BARN,0,Human_built,Human,1
24720,Window Frame,S29E05,COUNTRYSIDE BARN,0,Frame,Execution,0
24721,Winter,S29E05,COUNTRYSIDE BARN,0,Season_and_weather,Time_and_atmosphere,0
24722,Wood Framed,S29E05,COUNTRYSIDE BARN,0,Frame,Execution,0
24723,Apple Frame,S29E06,MOUNTAIN LAKE FALLS,0,Frame,Execution,0
24724,Aurora Borealis,S29E06,MOUNTAIN LAKE FALLS,0,Sky,Landscape,1
24725,Barn,S29E06,MOUNTAIN LAKE FALLS,0,Human_built,Human,1
24726,Beach,S29E06,MOUNTAIN LAKE FALLS,0,Water,Landscape,1
24727,Boat,S29E06,MOUNTAIN LAKE FALLS,0,Human_presence,Human,1
24728,Bridge,S29E06,MOUNTAIN LAKE FALLS,0,Human_built,Human,1
24729,Building,S29E06,MOUNTAIN LAKE FALLS,0,Human_built,Human,1
24730,Bushes,S29E06,MOUNTAIN LAKE FALLS,0,Vegetation,Landscape,1
24731,Cabin,S29E06,MOUNTAIN LAKE FALLS,0,Human_built,Human,1
24732,Cactus,S29E06,MOUNTAIN LAKE FALLS,0,Vegetation,Landscape,1
24733,Circle Frame,S29E06,MOUNTAIN LAKE FALLS,0,Frame,Execution,0
24734,Cirrus,S29E06,MOUNTAIN LAKE FALLS,0,Sky,Landscape,0
24735,Cliff,S29E06,MOUNTAIN LAKE FALLS,0,Topography,Landscape,1
24736,Clouds,S29E06,MOUNTAIN LAKE FALLS,1,Sky,Landscape,0
24737,Conifer,S29E06,MOUNTAIN LAKE FALLS,1,Vegetation,Landscape,1
24738,Cumulus,S29E06,MOUNTAIN LAKE FALLS,1,Sky,Landscape,0
24739,Deciduous,S29E06,MOUNTAIN LAKE FALLS,0,Vegetation,Landscape,1
24740,Diane Andre,S29E06,MOUNTAIN LAKE FALLS,0,Painted_by_a_guest,Execution,0
24741,Dock,S29E06,MOUNTAIN LAKE FALLS,0,Human_built,Human,1
24742,Double Oval Frame,S29E06,MOUNTAIN LAKE FALLS,0,Frame,Execution,0
24743,Farm,S29E06,MOUNTAIN LAKE FALLS,0,Human_built,Human,1
24744,Fence,S29E06,MOUNTAIN LAKE FALLS,0,Human_built,Human,1
24745,Fire,S29E06,MOUNTAIN LAKE FALLS,0,Human_presence,Human,0
24746,Florida Frame,S29E06,MOUNTAIN LAKE FALLS,0,Frame,Execution,0
24747,Flowers,S29E06,MOUNTAIN LAKE FALLS,0,Vegetation,Landscape,1
24748,FOG,S29E06,MOUNTAIN LAKE FALLS,0,Season_and_weather,Time_and_atmosphere,1
24749,Framed,S29E06,MOUNTAIN LAKE FALLS,0,Frame,Execution,0
24750,Grass,S29E06,MOUNTAIN LAKE FALLS,0,Vegetation,Landscape,1
24751,Guest,S29E06,MOUNTAIN LAKE FALLS,0,Painted_by_a_guest,Execution,0
24752,Half Circle Frame,S29E06,MOUNTAIN LAKE FALLS,0,Frame,Execution,0
24753,Half Oval Frame,S29E06,MOUNTAIN LAKE FALLS,0,Frame,Execution,0
24754,Hills,S29E06,MOUNTAIN LAKE FALLS,0,Topography,Landscape,1
24755,Lakes,S29E06,MOUNTAIN LAKE FALLS,0,Water,Landscape,1
24756,Lake,S29E06,MOUNTAIN LAKE FALLS,1,Water,Landscape,1
24757,Lighthouse,S29E06,MOUNTAIN LAKE FALLS,0,Human_built,Human,1
24758,Mill,S29E06,MOUNTAIN LAKE FALLS,0,Human_built,Human,1
24759,Moon,S29E06,MOUNTAIN LAKE FALLS,0,Sky,Landscape,0
24760,Mountains,S29E06,MOUNTAIN LAKE FALLS,1,Topography,Landscape,1
